average_rating,author_id,text_reviews_count,name,ratings_count
3.99,3862441,2274,Henry Louis Gates Jr.,20750
3.91,221506,126,Seyoung Kim,3079
3.78,866775,341,Yuki Yoshihara,6989
4.29,4599966,319,Gengoroh Tagame,1908
3.81,135047,3051,Lisa Yee,25229
4.31,5281,65,Jim Toomey,1358
4.06,5598012,134,Hideo Yamamoto,6242
3.95,2774762,48,Monika Hammond,818
4.13,7214366,1992,Kate Leth,18367
3.68,649455,293,Drew Rausch,1381
3.71,880946,200,Dara Naraghi,2894
3.57,1490344,11,Tom Williams,87
3.96,891429,13,Steve Black,51
3.72,4315156,5,Irapuan Luiz,18
3.72,4315157,5,Shom Bhuiya,18
3.35,3116474,51,mpMann,197
3.72,4315155,5,Neil Errar,18
3.72,4315158,5,Jerry Lange,18
4.0,4315160,5,Steven Spenser Ledford,24
3.88,2917930,10,Adrian Barbu,50
3.72,4315159,5,Tim McClurg,18
3.79,5258615,379,Oyvind Torseter,1580
4.26,3141986,8538,Anjali Singh,141147
3.89,148764,4038,Tony Akins,76419
3.74,61962,214,Russell Braun,5540
4.1,184311,1067,Leonardo Manco,27533
3.92,583666,2377,Dean White,32504
3.84,3057359,96,Jody LeHeup,584
3.89,7068238,79,Sebastian Girner,372
3.75,7756928,237,Mike Spicer,1549
4.07,69030,2512,Andrew Robinson,47967
4.06,4824693,137,Sheldon Vella,1896
3.9,588362,369,Jacob Chabot,4640
3.86,2517916,770,Joe Berger,3454
3.76,346509,117,Dan Hipp,1254
3.6,113583,16,Toni Pawlowsky,75
3.54,93081,298,Mary Fleener,1704
4.42,113586,22,Annie Owens,326
3.41,6907749,5,Lesley Reppeteaux,32
3.46,41596,38,Antonella Caputo,182
3.85,118252,8,William L. Brown,59
3.54,38788,606,Simon Gane,3826
3.46,2335952,57,Steve Mannion,412
3.41,6907750,5,Mark Dancey,32
3.44,963792,136,Tom Pomplun,712
3.84,478412,10,George Sellas,51
3.65,325770,15,Kevin Atkinson,86
3.49,41600,294,Lance Tooks,1646
3.4,478411,30,Florence Cestac,161
3.58,4790652,5,Kirsten Ulve,36
3.43,5334811,6,Nick Miller,44
4.14,5737,127,Stanley Kubrick,7755
3.7,4730892,17,Greg Luzniak,122
4.2,460198,33,Andrew French,130
3.76,2140731,1369,Ig Guara,13069
3.76,61325,464,Alberto Ponticelli,5111
3.68,2549186,391,Andrew Kreisberg,3524
3.53,1385163,655,Sterling Gates,8150
3.93,12755,585,Ian Gibson,7573
3.94,40737,2132,Daniel Pennac,38020
3.11,4981221,20,Louis Small Jr.,137
3.76,2853550,12,Rei Izawa,397
3.94,164352,50,Yuzuha Ougi,1983
3.8,38538,341,Robert Greenfield,3044
4.17,15752851,79,Makoto Kedouin,1559
4.15,90515,46,Thomas Andrae,359
3.91,61956,201,Jerry Bingham,5197
3.5,413771,63,Randy Emberlin,587
4.01,174071,80,Marc Mauer,492
3.53,163673,62,Julianna Morris,513
3.92,4529704,37,Jose Fonollosa,289
3.99,33907,4664,Scott McCloud,109964
4.18,4870718,650,Angilram,10090
4.2,8060276,20,Dave Steward,199
4.21,4887679,96,Research and Education Association,832
3.87,4403503,47,James Ninness,263
4.11,4840458,28,Joe Pezzula,142
4.23,4840456,14,Marcel Losada,74
4.24,4840457,16,Michael Drace Fountain,89
4.11,6526361,26,Shannon Forrey,101
4.32,185018,663,Andrew Cunningham,10854
3.69,9121,3043,James Fenimore Cooper,98256
3.92,744054,63,Atsushi Suzumi,985
3.96,7235701,13,Martin Stiff,83
3.91,2867686,2856,Lee Garbett,43142
3.87,5129,4654,Daniel Clowes,99899
4.02,1398060,129,Kirsten Mayer,1264
4.3,6565349,184,Ha Il Kwon,2381
3.74,510965,156,Mark Badger,1170
4.03,65458,109,Ji-Sang Shin,2252
3.96,65457,112,GEO,2220
3.95,38495,415,Kosuke Fujishima,11189
3.28,4045874,49,Andrew Hennessey,359
3.72,6585544,503,Jason Wright,2783
3.61,4956346,288,Julio Ferreira,3737
3.49,178924,738,Mario Acevedo,7176
3.88,113135,179,David Hartman,1223
3.83,20020,258,Bonnie Burton,1298
3.72,267873,240,Paul Guinan,2160
3.93,281388,72,Anina Bennett,372
4.24,50187,192,Michael Farr,3194
3.52,2965590,335,Rich Ellis,1396
4.1,8537,6485,Alexander O. Smith,58665
4.25,11918,79,Steve Thompson,739
3.8,1411821,926,Rebecca Guay,7928
3.71,781089,44,Hiroyuki Nishimori,904
4.22,75603,886,Shiro Amano,18336
3.95,1165790,50,Tetsuya Nomura,513
4.09,196979,151,H.R. Giger,11340
3.48,223007,30,Tony Consiglio,207
4.03,512445,175,Sarah Ellerton,2847
3.45,10803993,4,Toole Fred,11
3.73,3419868,4,Al Wiseman,15
3.67,5084302,4,Owen Fitzgerald,15
4.07,299183,82,Hank Ketcham,817
3.79,48437,405,Matt Doeden,1759
3.88,271224,61,Charles Barnett III,294
3.98,2499590,233,Dave Hoover,2188
3.67,15252291,15,Nancy M. Godleski,60
3.66,509805,553,Sanford Greene,4214
4.14,78790,2301,Ron Barrett,111719
4.36,14529430,10,Ilkwon Ha,47
4.01,14143783,19,Satoru Matsuba,306
3.72,229813,562,Harvey Tolibao,9098
3.44,8476504,178,German Peralta,1459
3.6,1391239,121,Andy Schmidt,974
3.98,24605,1173,Adi Granov,20889
3.99,3927282,726,Randy Gentile,23748
3.82,2966513,179,John F. McDonald,1314
3.89,133390,88,Nigel Dobbyn,800
3.97,2720919,81,Joe Sutliff Sanders,1219
4.05,1925147,48,Karen Wenborn,579
4.04,2720917,58,Jo Wheeler,623
4.01,21970,513,Jane B. Mason,11331
4.0,14554680,603,Sarah Hines Stephens,11898
3.79,55799,880,Jim Shooter,11143
4.38,90808,4351,Michael Dante DiMartino,138380
4.38,1160825,3961,Bryan Konietzko,135858
3.48,6643355,83,Julianne Neville,325
4.19,127404,773,Tomoko Hayakawa,46366
3.97,556969,4835,Nathan Hale,30104
4.33,4278384,96,Erik Daniel Shein,240
3.79,52259,462,Fiona MacDonald,3475
4.07,3519142,66,Nokiya,1250
3.69,65435,17,Eric Singer,155
3.56,2373387,31,Rhea Silvan,327
3.72,314062,670,Fernando Blanco,7101
3.88,427704,222,Kevin Grevioux,3820
2.95,4787585,3,Ray Height,19
3.91,450130,419,Zach Howard,4978
4.02,4497193,2615,Nate Piekos,36360
4.03,5828897,4690,James Bowen,37062
3.74,2817217,865,Sarah Glidden,5423
3.99,342508,265,Thomas Ott,2745
3.76,596691,30,Paul Sizer,147
4.12,93099,2581,Valentine De Landro,25501
3.67,169360,8,Mark Jancovich,160
4.13,5302476,683,Tomu Ohmi,21719
3.88,1037645,55,Ryo Akizuki,479
3.9,5680903,55,Trigger,484
3.98,5083059,79,Kazuki Nakashima,827
3.87,622042,1678,Karl Story,26697
3.69,4793113,650,Garry Brown,6240
3.88,2810629,2214,Declan Shalvey,20622
4.01,308584,1132,Danijel Zezelj,19175
3.82,26962,233,David Hughes,2066
4.3,1350949,192,Shiho Sugiura,7505
4.23,65349,488,Taiyo Matsumoto,6226
3.86,2883458,1477,Guillem March,26001
3.71,839322,31,Jean-Francois Di Giorgio,361
4.35,466489,7,Franz Zeier,57
3.97,13866872,24,Laura Knetzger,111
4.0,5498117,90,Kenji Tsuruta,846
3.93,339907,27,Sam Gross,179
3.99,58946,113,Elman Brown,2091
4.14,4978,11384,Adrian Alphona,177566
3.67,361859,185,Chris Grine,1153
4.16,15857760,4,Whitney Leopard,25
4.15,16201130,3,Chris Rosa,20
4.19,15266486,150,Ayme Sotuyo,1263
4.08,8013396,31,Grace Park,149
4.25,5220295,295,Rebecca Sugar,2314
3.83,176914,221,Richard Hack,1666
4.29,794358,165,Ling Sip Xing Ren,4369
4.18,1262118,326,Kris Wilson,7159
4.17,2666640,303,Rob DenBleyker,5303
4.17,2666641,274,Dave McElfatrick,5185
3.76,924912,1318,Justin Ponsor,24157
3.87,3166,1430,Lisa Wheeler,6796
3.88,172167,1198,Federico Dallocchio,17816
4.16,1395455,234,Shoko Conami,14053
3.85,4836266,331,Jim Demonakos,2893
4.33,6447559,218,Shinobu Amano,8982
3.86,12298,561,David Hajdu,6290
3.72,45583,176,Thomas Taylor,820
3.48,7915736,37,Bianca Bagnarelli,234
3.91,14535079,65,Gina Wynbrandt,304
4.07,7358590,8,Anna Bongiovanni,46
4.21,2950834,326,Stacie Ritchie,9116
4.25,4154297,560,Jessica Ruffner,21578
4.29,6575864,161,K.B. Spangler,1387
3.82,9544,16,Russell W. Dalton,119
4.09,273456,416,Alan C. Martin,8762
4.14,142836,414,Jamie Hewlett,10308
4.38,6916711,260,Joris Chamblain,1431
4.32,1007527,254,Arkas,12661
4.33,3020145,233,Arkas,12055
3.72,160904,127,Dave Morice,917
3.63,26011,4012,Raymond Khoury,71261
4.26,555180,139,Sergio Toppi,849
3.88,727727,35,E. Pauline Johnson,241
3.98,89464,368,Mike McMahon,4642
3.91,8629268,304,Natalie Andrewson,1408
3.72,3161821,129,Lewis Helfand,692
3.93,1063250,33,Vinod Kumar,458
3.84,7213364,877,Rik Hoskin,6179
4.07,15093105,143,Eli Powell,938
3.63,5734732,783,Joe Keatinge,5897
3.79,693542,819,Al Barrionuevo,14862
3.76,637016,409,Gabriele Dell'Otto,5508
3.54,347545,38,Toru Fujieda,445
4.04,5144736,83,Rachel Wharton,424
4.6,5952135,1,Dell Comics,47
4.92,5765234,5,Israel Escamilla,240
4.18,2918948,52,Alden McWilliams,514
3.44,134636,29,Pierre Boisserie,224
4.11,1205863,617,Paco Roca,5572
3.91,586674,204,Luca Enoch,1927
3.68,2956280,181,Giuseppe Matteoni,1125
3.88,12427,1706,Ryan Sook,26143
3.92,78084,527,David Lawrence,4023
3.69,2920429,265,Matt Haley,3081
3.91,2894104,98,Jennifer Graves,1161
3.34,41728,76,Merryl Wyn Davies,652
4.21,2563177,44,Chuck Gonzales,491
4.09,5022837,127,Adam Bray,889
4.02,3051088,543,Alejandro Sanchez,4388
4.19,39905,66,Wes Abbott,1468
3.62,510844,82,Marie P. Croall,468
4.24,3084578,55,Erica Leigh Currey,449
4.22,7058931,97,Strike Tanaka,1521
4.52,7544859,6,Tian Zhong sutoraiku,265
4.03,79805,520,Bob Gale,18171
3.91,686453,566,John Barber,5239
4.0,7467510,76,Marcelo Ferreira,536
3.82,907202,197,Naomi Nowak,876
4.42,55794,2520,Roberto Aguirre-Sacasa,138195
4.06,2965874,578,Robert Hack,4160
3.87,838493,545,Michael Crouch,1437
3.97,5843,99,Sakurako Gokurakuin,4204
4.33,961753,193,Keiko Tobe,1722
3.75,260078,394,Todd Mitchell,1789
4.08,13711403,173,Jack Davis,2107
4.1,796463,121,Hiroshi Takashige,2860
4.23,5076672,178,Kairi Yura,6487
4.23,5076671,171,Sai Yukino,6379
3.84,16067876,49,Nicole Perlman,300
3.79,2994619,1624,Marco Checchetto,16578
3.31,8081322,9,Quinton Miles,54
3.79,7987631,5,Daniele Cosentino,29
3.96,123795,30,Minako Narita,968
3.75,19020,1961,Greg Land,31938
3.62,4327647,12,Mike Sellers,198
3.85,2741650,2153,Nick J. Napolitano,31831
4.27,916634,53,Rob Corley,441
3.8,2858725,32,Ariel Padilla,318
3.6,20084,453,Jeremy Roberts,4064
3.93,129418,70,David Chelsea,3057
4.02,4094380,334,Zach Weinersmith,2813
4.23,5005497,122,Isshiki Makoto,1991
4.04,18164,821,Tsutomu Nihei,20722
4.23,1130236,139,Matthias Wissnet,4186
3.89,900853,142,Joost Swarte,1104
3.73,1615564,220,Sal Velluto,2009
4.32,12773,2233,Rodney Ramos,109613
4.01,10116,915,Hideyuki Kikuchi,19918
4.25,4743,1363,Yoshitaka Amano,37429
3.93,4396574,231,Greg Chapman,599
3.98,6886609,50,Ye Qi Ye,729
4.0,606108,156,BONES,4292
4.17,2983599,231,Matt Melvin,4950
3.77,64255,817,Paul Hornschemeier,7100
3.69,80546,151,Jack Davis,1128
3.86,889360,1060,Paul M. Buhle,7100
4.03,5397397,50,Jason White,101
3.84,2572383,211,Sylvain Runberg,2076
3.69,1519274,43,Serge Pelle,456
3.62,13734338,46,Xavier Fauche,2098
3.62,53657,29,Jackie Gaff,200
3.92,5069995,10,Phil Leeming,36
3.93,56605,158,Rick Mays,2514
3.82,1310923,332,Nick Runge,5257
4.11,4727314,6,Sean Cooke,98
4.13,52927,1670,Kilian Plunkett,41773
3.98,2885403,26,Ryan Kinnaird,570
3.74,7036036,846,Rain Beredo,13466
3.73,18160,1455,Frank Cho,18757
3.75,7857645,135,Robert Bernstein,970
3.3,4824625,21,Ernie Hart,105
3.83,324208,446,Dick Ayers,7640
3.77,4105989,511,Jackson Lanzing,3381
3.7,7797968,289,Collin Kelly,1825
3.53,2960195,65,Renzo Podesta,279
3.22,4206201,42,W. Scott Forbes,234
4.0,28394,132,Kazusa Takashima,3748
3.45,76420,127,Brandon Jerwa,839
3.69,395083,260,Jason Millet,2207
3.45,2750169,43,Alex Cal,366
4.06,936802,74,Mei Sakuraga,2620
3.7,3857257,1051,Rod Reis,9719
3.61,1199663,5,Mark W. MacWilliams,46
3.58,101217,5,Rajyashree Pandey,48
3.61,8057944,4,Hiroshi Yamanaka,44
3.61,8057945,4,Shiro Yoshioka,44
3.69,352242,4,Melek Ortabasi,59
3.61,8057946,4,Jacqueline Berndt,44
3.67,5057097,4,Kinko Ito,48
3.61,11048,18,Gilles Poitras,212
3.61,8057947,4,Susanne Phillipps,44
3.61,8057948,4,Lee A. Makela,44
3.61,8057949,4,Mizuko Takahashi,44
3.62,4039419,6,Yulia Mikhailova,58
3.61,8057950,4,Eldad Nakar,44
3.94,5608785,26,Raphael Hedon,510
3.81,5135449,4040,Delilah S. Dawson,22476
4.15,97287,32,Cliff Richard,927
4.2,8300720,43,Leo Kenjiro Kakimoto,343
4.46,2917641,43,Clayton Clifford Bye,111
3.8,34533,429,David Zane Mairowitz,4011
3.47,28052,161,Renee Roszel,1661
5.0,16164533,2,Julia Jacquette,3
4.42,4282496,625,Hero,20516
4.41,13611501,590,Daisuke Hagiwara,20014
3.71,4826394,4888,Grady Hendrix,23549
3.97,623306,37,Gary Barker,466
3.83,66285,747,Marina Warner,7008
4.33,2989765,48,Laurent Duvault,1672
4.16,63220,2051,Rick Veitch,45558
3.72,7065145,347,Neal Barrett Jr.,3163
4.12,263878,516,Saadat Hasan Manto,5821
3.99,115223,38,Eric Kroll,467
3.71,469075,1276,Jason Shiga,8118
3.92,4044054,25,C.W. Cooke,316
3.32,488579,28,Tom Simmons,301
3.81,238629,66,Robert Loren Fleming,802
3.94,4003407,30,Robert F. Boyd Jr.,488
3.94,8170147,30,Jan Harold Brunvan,485
3.78,3015180,586,Gerardo Sandoval,4849
3.86,2905442,286,Oscar Jimenez,4380
4.14,16461,9249,David Wiesner,85979
3.87,1639228,40,Eric Heisserer,203
3.82,36045,612,Andy Mangels,9013
3.88,52051,1292,S.D. Perry,26260
3.65,2917332,108,Paul Jessup,526
3.41,4874589,74,Kelly Roman,378
3.5,4874617,94,Michael DeWeese,483
4.23,55686,337,William Simpson,12347
3.8,1211012,534,Bastien Vives,5108
3.38,339310,121,Philip Francis Nowlan,829
3.82,71046,426,Nate Evans,1950
3.78,102143,658,James Lowder,19975
4.03,546009,227,Rupert Brooke,1699
3.73,2824524,2118,Patton Oswalt,21359
3.75,11044,380,Jonathan Clements,3261
4.31,17272,724,Kohta Hirano,50712
3.91,71161,426,Chris Warner,5800
4.22,266715,2086,Dave Roman,33818
4.11,98003,781,Michel Gagne,8749
4.01,4107847,462,Katie Shanahan,3505
4.02,4821222,298,Steven Shanahan,2228
4.14,7055316,60,Chrystin Garland,466
3.62,47761,648,Manuel Garcia,8044
3.74,5099306,26,Joana Afonso,261
4.02,14257619,95,Sfe R. Monster,488
4.11,7791343,94,Taneka Stotts,497
4.05,7791338,62,Gabby Reed,353
4.03,7271645,62,Jon Cairns,357
4.03,7791339,51,Kori Michele,303
4.05,6093522,77,Kristina Stipetic,415
4.14,6445110,234,Leia Weathington,1480
3.98,6093763,155,Lin Visel,1085
4.1,2921918,96,Niki Smith,671
4.04,7791340,62,Reed Black,353
4.05,3221586,124,Savannah Horrocks,841
4.05,7791341,59,April J. Martins,346
4.15,7791342,91,A. Stiffler,591
4.02,5185774,65,Shing Yin Khor,379
4.05,7791344,59,Christianne Goudreau,346
4.07,7791345,59,Wm Brian MacLean,358
4.15,1208753,91,K. Copeland,591
4.39,301365,520,Alison Wilgus,18820
3.85,7791346,347,Anissa Espinosa,2267
4.0,7268895,94,Bevan Thomas,465
4.02,7791347,53,Chenoa Gao,307
4.03,7791348,51,Dave C. Mahler,303
3.99,1269113,149,Rachel Dukes,1002
4.09,663018,751,Mark Siegel,5086
3.9,2192311,1970,Alexis Siegel,15275
3.52,21070,256,Rick Ross,1165
4.06,480253,6077,Steve Sheinkin,27867
4.22,7227551,5,Wisut Ponnimit,37
4.17,6113996,5,Matthew Chozick,35
3.94,104391,380,Craig Spector,8124
3.88,98333,2620,Mark Irwin,32210
4.5,7314796,157,Brooklyn June,791
4.17,1480,259,John Adams,3667
3.81,285270,43,Jim Hall,405
4.07,39852,887,Will Shetterly,15775
4.18,62156,205,Mark Kreighbaum,7226
3.6,6559645,104,Erica Schultz,400
4.67,6458971,1878,Olly Moss,79936
3.88,5052628,132,John Aggs,928
4.11,20439,87,Roger Price,1916
3.93,7242800,66,Saki Nakagawa,870
4.07,37640,43,Sue Coe,280
3.98,60271,89,Alexander Cockburn,929
3.78,471595,202,Henry Flint,1961
3.72,3400609,41,Massimo Belardinelli,417
3.67,80127,366,Rod Espinosa,5830
3.95,2923466,1050,James L. Sutter,8869
3.78,1406523,33,Juan Vlasco,552
3.3,8074341,58,Israel Silva,467
3.78,7112570,69,VC's Joe Caramagna,510
3.62,2833775,19,Spray,485
3.52,172018,110,Philippe Dupuy,1195
3.52,172017,91,Charles Berberian,1118
3.7,490013,82,Howard Mohr,501
4.11,146538,377,Siegfried Sassoon,5134
3.96,14258,125,Dan Nadel,1158
4.16,12063160,183,Kate Evans,1181
3.83,14706440,125,Tanaka Ogeretsu,1024
3.83,8521887,108,ogeretsutanaka,936
4.26,26619,71,Milton Caniff,671
4.35,6431989,17,Rick Heinrichs,256
4.16,2442007,1939,Leigh Dragoon,25123
4.31,5440457,2476,Io Sakisaka,65448
4.39,16954625,70,Lacy J. Davis,142
4.36,7327278,83,Jim Kettner,258
3.85,827557,81,Regis Hautiere,544
3.72,596378,791,Dash Shaw,7537
4.13,4375281,33,Katsura Ise,669
3.27,1078033,138,Henrik Lange,894
3.96,182758,19,John Hicks,192
4.05,76194,10,Adrian Raeside,87
4.23,7448310,32,NAOE,618
3.48,390632,9,Max Cabanes,80
3.79,85191,22,Doug Headline,141
3.76,513644,39,Stefan G. Bucher,492
3.69,833688,44,Nabako Kamo,412
4.05,5456298,562,Takako Shimura,6945
3.4,16371451,45,Hallie Lambert,382
3.45,188832,49,Georgia Lee,472
3.39,14771628,58,Huang Danlan,468
3.44,14927639,44,Triona Farrell,370
3.34,4091600,41,Elia Bonetti,299
4.07,5770498,502,Veronica Gandini,9048
3.92,355531,518,Anne Sibley O'Brien,1947
3.37,229697,234,Terry Davis,1230
3.48,286834,580,Yildiray Cinar,4683
3.39,7392114,177,Netho Diaz,1290
3.36,7382518,7,Rob Worley,14
3.61,2080599,682,Mike Costa,6358
3.53,13495283,36,Paolo Villanelli,302
4.16,7214795,8,Lily Beacon,83
3.73,93999,12,Ken Jackson,70
4.24,5596285,861,Rei Toma,26628
3.6,455517,61,Jeff Albrecht,296
3.86,7079936,46,Franco Aureliani,282
3.72,1389460,26,Eduardo Garcia,148
4.13,5135,581,Shirin Ebadi,4439
4.08,5248114,2073,Jeremy Whitley,16337
4.17,5828731,151,Bobby Curnow,1841
3.86,191380,154,Tatsuya Hamazaki,7829
4.04,191381,34,Rei Idumi,514
4.09,92846,383,Aaron Cometbus,3961
4.0,908571,106,Miyuki Eto,2742
3.72,81222,78,Lew Sayre Schwartz,2680
3.82,15183974,92,Sharlene Kindt,687
3.83,7590382,528,Jorge Corona,4024
3.81,7850268,97,Jen Hickman,437
3.99,970677,1969,Kean Soo,22630
4.39,3381843,385,Justin Ridge,15628
4.01,45687,3016,Doug TenNapel,30321
3.93,3381873,76,Ryan Sias,484
4.32,970676,727,Johane Matte,19493
3.95,385633,257,Amy Kim Kibuishi,3229
3.98,191599,524,Khang Le,7187
4.0,970679,646,Neil Babra,8776
3.87,1557381,4147,Jen Wang,36086
3.92,150815,542,Clio Chiang,6667
4.02,568998,487,Rad Sechrist,5621
3.91,568999,5867,Vera Brosgol,61173
4.14,695142,101,Kness,1390
4.02,970680,834,Phil Craven,11761
4.16,970681,200,Rodolphe Guenoden,3099
4.08,2818063,654,Bannister,7882
4.06,2986113,434,Doug Holgate,2663
4.16,3118952,156,Richard Pose,2143
3.86,3381872,118,Matthew Woodson,1396
4.2,3381875,30,Don Hertzfeldt,362
3.34,22692,1417,Pauline Reage,15941
4.02,557485,70,Akinari Nao,1107
4.39,2952344,115,Brian Barr,254
3.65,7150602,541,Paul La Farge,4019
4.14,7446879,138,Ji He Mei Xi,5569
3.71,1403807,47,Dominique Goblet,316
3.7,6774106,79,Sophie Yanow,465
3.84,14131810,71,Tomohiro Maekawa,421
4.25,204812,1110,Jinsei Kataoka,40055
3.71,4825904,51,Emma Beeby,400
3.89,13540463,5,Tiernan Trevallion,27
4.09,7012602,29,Marnie Galloway,153
4.32,7487163,42,Tony McMillen,102
4.18,164524,351,Yoshiyuki Tomino,5118
4.03,164693,2,Mizuho Takayama,62
4.09,380855,50,Brian Anderson,389
3.71,757472,41,Pete Von Sholly,247
4.03,3052932,704,James Burks,5047
4.02,7426441,311,Jack Chabert,1916
3.8,17720,276,Ellen Weiss,1947
3.73,957355,23,David A. Lauer,255
3.73,306845,21,Stephen Pentak,226
3.73,295672,924,Rutu Modan,9922
3.61,5283000,391,Noah Stollman,5101
3.76,34068,339,Asaf Hanuka,2206
3.97,3874903,39,Miriam Shiesinger,637
3.68,5691,9562,Nora Ephron,74560
4.0,3072489,83,Ivar Leon Menger,400
3.87,5083163,16,Joung-A Lee,117
3.88,7203244,199,Julian Tedesco,1661
4.12,5713729,9,Nick Aires,66
3.81,87304,300,Sharon Gosling,1405
4.0,159492,332,Tony DeZuniga,5428
4.08,15708586,528,Yun Kouga,30064
4.11,7376837,1246,JN Productions,63666
4.08,6999388,23,Hanagata Rei,215
3.68,105231,102,Shiuko Kano,1937
3.88,15682788,4,Hana Hasumi,42
4.29,52862,217,Hal Foster,2697
4.21,8486,4590,Yuji Oniki,87043
4.29,7259972,31,Alabaster Pizzo,140
3.83,4053861,345,Santiago Garcia,1854
4.06,354605,53,Dan Johnson,939
4.01,17047,925,Mayu Shinjo,34037
3.39,244491,144,Thomas Hughes,2162
3.68,4372228,12,Pino Rinaldi,116
3.77,1318585,73,Pepe Rojo,408
3.79,2993001,86,Karen Chacek,380
3.64,3305463,24,Joakim Pirinen,278
3.77,186672,1635,Mark Farmer,19563
4.13,927202,58,Sean Patrick Little,338
3.59,4028796,106,Michael Matheson,496
3.78,4451294,798,A.C. Wise,3453
3.86,4816451,1156,Jonathan Case,7595
3.2,4512176,2,Manish Singh,5
3.2,4512177,2,Corey Finkle,5
3.87,6926240,252,Dean R. Koontz,3749
4.09,17367,18,Philip Amara,200
3.5,4486305,56,Tom Morello,529
3.76,2950897,221,Mike Madrid,1223
4.21,4625361,237,Emirain,2527
3.83,1082411,149,Richard Dinnick,1141
4.38,241687,589,Jason DeAngelis,18742
3.3,8013963,52,Cristhian Zamora,186
3.6,14830919,399,Javier Garron,3237
3.49,439817,363,Enrique Alcatena,1289
4.03,7149157,272,Andrew C. Robinson,2223
4.13,8081428,25,Hiroyuki Aigamo,496
4.02,3194438,37,Shane Law,582
4.01,124522,129,Mika Sadahiro,4021
3.93,3006723,158,Walter McDaniel,2202
3.95,15068053,10,Whitney McFarland,37
5.0,4583090,0,Matt Hicks,4
4.15,201505,205,J. Scott Campbell,9699
3.79,3105921,24,Stefano Ambrosio,226
3.84,452730,45,Akihito Tomi (Fu Ming Ren ),435
3.67,93963,1420,Jessica Abel,10609
4.19,12144,2421,James M. McPherson,39236
4.03,4035537,85,Christopher Baldwin,447
3.83,4639981,1218,Brandon Montclare,8364
3.89,7058022,229,Marco Failla,2125
3.93,250544,6,Walter Tracy,42
3.95,415717,564,Richard Piers Rayner,11134
4.02,201475,667,Graham Roumieu,4348
4.16,1380435,156,Yukako Kabei,2235
4.13,730894,437,John Jennings,1970
4.31,14128367,20,Stacey Robinson,51
3.96,148671,87,Buddy Scalera,1233
4.2,21921,571,Andrew Matthews,6047
4.18,92999,172,Tony Medina,1316
4.01,103764,78,Robert Fleming,1172
3.86,732316,458,Anne Elizabeth,2104
3.96,3513072,433,Federico Bertolucci,1478
4.22,14010620,121,Aneko Yusagi,3843
4.11,28715,508,Dirk Maggs,3745
3.87,83080,290,Peter Harris,3267
3.97,65333,6989,LeUyen Pham,38072
3.76,11212265,250,Roge Antonio,1691
3.79,3375583,191,Saki Aikawa,4585
4.15,2776400,25,Chao Peng,356
4.02,1336642,65,Jis,326
3.94,1208334,75,Trino,471
4.34,61401,132,Jason Surrell,1763
4.18,1368385,354,Damian Duffy,1596
4.32,308960,66,Carl Gustav Horn,870
3.89,69052,69,Gavin Ambrose,1004
3.87,4480431,74,Paul Harris,423
3.75,17515,570,Philip Ardagh,5718
4.12,6569282,15,Aneeka Richins,82
3.85,2082255,582,Mark Paniccia,3479
3.85,78728,698,Jay Faerber,8603
3.83,975743,374,Ron Riley,3250
3.55,8186724,24,Sumeyye Kesgin,156
4.17,967414,105,Laurence Maslon,808
4.26,4893389,128,Carmilla Voiez,363
3.47,7809965,357,Meredith Finch,2358
3.93,341240,37,Xu Bing,225
4.1,211502,567,Bill Barnes,4632
4.1,211501,574,Gene Ambaum,4629
4.37,26306,6544,Natsuki Takaya,412836
3.74,47465,165,Pierre Louys,1307
4.12,458195,36,George Low,297
3.76,498979,1121,Norah McClintock,9641
4.25,7741274,1410,Hye-Kyung Baek,20157
4.27,2817233,589,Davide Furno,12314
3.72,6967235,658,Ryan Winn,9574
4.04,16515,405,Gerard Jones,8972
3.81,326339,84,Julie Hunt,380
3.81,3144250,536,Alessandro Vitti,5958
4.07,6006949,31,Richie Pope,135
4.17,45200,495,Manu Larcenet,8876
3.98,2999646,65,Robert Englund,499
2.89,4310152,251,Scott Mitchell Rosenberg,1127
3.67,2956279,202,Stefano Vietti,1306
3.74,725899,3522,Melinda M. Snodgrass,36499
3.78,215971,195,Walton Simons,5811
3.6,756763,209,Chris Howard,1569
4.05,204916,212,Edward Thomas,1231
3.63,7430416,34,Brian Albert Thies,392
3.67,1027583,49,Ricardo Tercio,165
3.98,6559160,212,Jun Asuka,1012
4.02,6579913,11,Andreas Schuster,59
3.73,289497,75,Andrew Weldon,417
3.53,3031408,10,Kristian Huitula,60
3.57,6922208,178,Greg Means,783
3.71,3059011,492,M.K. Reed,2507
3.78,2478261,154,Joe Flood,589
3.94,17942,199,David Stewart,1764
4.03,6448312,677,Jordi Bernet,10640
3.97,4118859,222,Nelson,3753
4.02,7154335,283,Tony Parker,3552
4.13,736880,118,Ovi Nedelcu,1636
3.39,4283585,42,Mary Choi,281
3.57,4801203,17,Darnell Johnson,130
3.6,4801204,25,Dominike Stanton,174
3.79,4801205,115,Irene Strychalski,963
4.14,261864,112,Laura Lindgren,1335
3.81,4138979,82,Doug Savage,316
3.74,10658,581,Geoffrey Hayes,2799
4.31,12860,269,Yasuhiro Nightow,24029
3.85,6542389,11,Dan Braun,102
4.21,3460561,65,Jim Keegan,868
3.93,7378616,2,Matt Weinhold,15
4.2,3460562,65,Ruth Keegan,870
