work_id,book_id
6686449,[6495004]
6686929,[6495476]
6687310,[6495855]
6687616,"[29084483, 6496139]"
6688022,"[8411446, 7734533]"
6688023,"[8310549, 9048265]"
6688024,"[9622278, 10209572]"
6688026,"[6496544, 10470592, 12353127]"
6688027,"[6496545, 9657331, 13540728]"
6688460,[6496976]
6688799,[6497315]
6689123,[6497637]
6689670,"[13622522, 6498172]"
6690043,[6498538]
6690188,[6498682]
6690566,"[13151587, 6499059]"
6690568,"[9817187, 13151527]"
6690569,"[6499062, 13151548]"
6690623,[6499116]
6690818,[6499306]
6691988,"[26182654, 19025210]"
6692167,[6500640]
6692316,[6500789]
6692480,[6500940]
6692803,"[18963189, 6501261]"
6692813,[6501271]
6693553,[22079701]
6693962,[6502420]
6694191,[6502647]
6694383,[6502836]
6694517,[6502968]
6695161,"[6503608, 22318952]"
6695209,"[18813356, 7847989, 6503656]"
6695253,"[8396399, 6503699]"
6695277,[6503720]
6695311,[6503752]
6695317,[6503758]
6695339,"[7715125, 6503780, 19018864]"
6695473,[6503911]
6696264,[6504682]
6696904,[6505315]
6697002,"[9961366, 9876213, 16039312]"
6697007,"[6505418, 7787957]"
6697671,"[6506079, 35398040, 6398488, 7577141]"
6697770,[6506176]
6698032,[6506437]
6698295,[3127925]
6698327,[6506721]
6698556,"[35385273, 6506947]"
6698953,[6507343]
6699569,[6507957]
6700183,[6508528]
6700586,[6508895]
6700976,[6509278]
6701143,"[6509441, 8633334]"
6702071,[6510333]
6702650,[6510912]
6703788,[6512046]
6704451,[28948096]
6704482,[6512723]
6704760,[6513001]
6704891,"[6513132, 21412048]"
6705539,"[13645943, 6513774]"
6705911,[6514143]
6706196,[6514427]
6706358,[6514574]
6706746,[6514961]
6706987,[6515201]
6707020,[136783]
6707048,[6515256]
6707126,[3176211]
6707635,[6515833]
6707921,[6516094]
6708749,[6516920]
6708916,[7849666]
6709237,[6517382]
6709794,[6517934]
6709798,"[6517938, 20371224, 1010949, 33985373]"
6709900,[6518038]
6710152,[16088015]
6710241,[6518377]
6711023,[6519157]
6711360,[6519489]
6711764,"[18366172, 29363287, 6519892]"
6711766,[452263]
6711768,"[1874046, 569664]"
6712523,[6520645]
6712524,"[6520646, 8164584]"
6713918,"[8385866, 6522014]"
6714118,[6522214]
6714203,"[6522292, 28448128, 7829387, 32919015]"
6714252,[6522341]
6714900,[6522982]
6714986,[6523068]
6715301,[6523383]
6715619,[2430503]
6715622,[4135450]
6715623,[2865052]
6715672,[6523745]
6715772,[22915537]
6715803,[6523876]
6715806,[10260727]
6717010,[6525081]
6717038,[6525109]
6717049,[6525120]
6717211,[6525281]
6718089,"[4555481, 8949011]"
6718140,[6526203]
6718148,[6526211]
6718159,"[6526222, 6526223]"
6718449,[6526511]
6718538,"[19243546, 6526597]"
6719004,[6527053]
6720427,[6528465]
6720428,[6528466]
6720558,[6528564]
6720667,[6528671]
6720721,[6528725]
6720723,[6528727]
6720724,[6528728]
6723189,"[17860476, 6531173]"
6724837,[6532715]
6725562,"[13573481, 6533434, 23393332]"
6725570,[6533442]
6725693,"[22457082, 7042351, 6533565, 7463095, 22226811, 6533687, 18331787, 7466748, 7420259]"
6725715,[6533587]
6726127,[6533996]
6726463,"[6534331, 35299122, 18516841]"
6726499,[6534367]
6726516,"[6534384, 9755466]"
6726543,[6534411]
6726544,"[6534412, 7381386]"
6726824,[6534683]
6727063,[6534922]
6727227,[6535069]
6727229,"[6535071, 7326735]"
6728120,[6535955]
6728124,[8230491]
6728832,"[12100050, 6536660]"
6729086,[6536909]
6729113,[6536936]
6729786,"[6537607, 19703681]"
6729808,[21212034]
6729878,[6537699]
6730329,[6538150]
6730579,[6538399]
6730717,[6538537]
6730755,[6538572]
6731429,[6539201]
6731711,[6539483]
6732325,[6540095]
6733002,[6540768]
6733218,[6540982]
6733231,"[6540995, 27846498]"
6733276,[6541042]
6733837,"[7398703, 6541601]"
6733839,[6541603]
6734348,[6542095]
6735153,"[17573701, 6542897]"
6735162,"[17999946, 11592748, 6542905, 3345397, 25611577]"
6735351,[30685063]
6735396,[6543135]
6735651,[6543388]
6735724,[6543459]
6735725,[6543460]
6735825,[6543558]
6736022,"[6543750, 19030134]"
6736235,[6543963]
6736394,[6544111]
6736423,[6544140]
6736505,[6544222]
6736889,[6544541]
6737301,[6544946]
6737302,[6544947]
6737615,"[18805884, 6545260, 6742438]"
6738252,[6545885]
6738307,[6545940]
6738366,"[7224155, 6545991]"
6738810,[6546418]
6738856,[6546464]
6738937,[26888934]
6739638,"[12866161, 6547199, 10939951, 13597399]"
6739746,"[30355513, 6547306]"
6740039,"[3095469, 229146]"
6740049,"[229156, 1338678, 229164]"
6740064,"[229151, 3333906]"
6740069,"[8508242, 229163]"
6740081,"[229155, 6871345]"
6740112,"[9565669, 229149]"
6740330,"[457250, 3103023, 1857929, 62320, 21940175]"
6740422,[6547953]
6740476,[6548006]
6740484,[6548014]
6740641,[6548170]
6740745,[6548274]
6740778,[6548307]
6740779,"[6548309, 6548308]"
6741337,[10284874]
6741340,[6548856]
6741372,[1921348]
6742126,[6549622]
6742542,[6550031]
6742755,"[6550232, 6550234]"
6743340,[6550808]
6743587,[6551055]
6744085,[30296270]
6744801,"[24819560, 25406254, 32764755, 10823486]"
6744803,"[6552267, 26782192]"
6745124,[6552584]
6745125,"[6695668, 6552585]"
6745221,[6552680]
6745482,"[7442777, 6552939]"
6745483,"[6552940, 6658315]"
6745561,[6553017]
6745562,[6553018]
6745815,[6553241]
6745918,[1939387]
6745920,[15761190]
6746012,[6553438]
6746198,[6553624]
6746199,[6553625]
6746295,[6553720]
6746413,"[6553838, 15734580]"
6746557,"[6565407, 6553979]"
6746906,"[28422506, 9652258, 6554319, 8724378, 15745207, 10317961]"
6746918,[6554331]
6747698,[6555103]
6748081,"[6555485, 30625398]"
6748494,[6555893]
6748660,[6556059]
6748748,[6556147]
6748752,[6556151]
6749235,"[6556610, 16145975]"
6749236,[6766205]
6749238,[6556613]
6749302,[6556677]
6749305,[6556679]
6749311,[6556685]
6749797,[6557165]
6750770,[6558126]
6750772,[6558128]
6750862,"[6652675, 6558209, 11106218, 10381656]"
6751325,[7131526]
6751326,[6558648]
6751407,[6558725]
6751747,[6559062]
6752365,"[13552840, 6559641, 12543853]"
6752370,[6559646]
6752572,"[6676830, 6559834]"
6752978,"[10740963, 16138690, 7620603, 6560220]"
6753053,[6560290]
6753411,[6560643]
6753787,"[7940209, 6561009, 13359559, 17309291]"
6754405,[8045207]
6754407,[8640415]
6754525,[6561702]
6754533,[6561710]
6754944,[6562107]
6755760,[6562898]
6756150,[26081341]
6756153,[6563291]
6756886,[6564010]
6757430,[6564518]
6757996,"[6565080, 24937431]"
6758678,[6565760]
6759293,[6566373]
6759347,[6566427]
6759616,"[6314849, 24250209, 15746443]"
6759637,[9586985]
6759713,[6566765]
6760006,"[6567058, 7118712, 18137785]"
6760053,"[6567105, 8892064, 13512072]"
6760054,"[6567106, 13519083]"
6760081,[18305365]
6760801,[13444814]
6761205,[6568218]
6762029,[6569015]
6763123,[6570067]
6763125,[6570069]
6763129,[6570073]
6766263,"[6573163, 21347850, 18131574, 18816618, 8888502]"
6766439,[10131231]
6766440,[7340034]
6766891,[750246]
6766939,"[32048140, 6573835, 6564009]"
6766940,[6573836]
6767682,[6574549]
6768130,[6574899]
6768878,"[12401950, 6575638]"
6768899,[6575654]
6768974,[6575720]
6769572,[6576316]
6769941,[6576615]
6770006,[6576677]
6770019,[6576688]
6770199,[6576829]
6770341,"[7539747, 22237758, 6576968]"
6770489,[6577116]
6770947,[6577550]
6771217,"[6577804, 6577806, 12865701, 3039094]"
6771375,"[400321, 2971048, 6577958]"
6771914,[6578490]
6772329,[7221515]
6772639,[6579209]
6773277,[6579846]
6773893,"[6580462, 18938986]"
6774221,[6580788]
6774245,"[17841368, 6580812]"
6774246,[6580813]
6774247,[6580814]
6774414,[6580980]
6775047,[6581605]
6775741,[6582274]
6775965,[6582494]
6776209,[6582733]
6776675,[6583196]
6777511,"[36131277, 6584018]"
6777648,[8129285]
6777898,[6584405]
6778015,[6584522]
6779571,[6586067]
6780767,[6587244]
6781522,[6587996]
6781620,[6588093]
6782034,"[6764485, 7421457]"
6782328,[6588788]
6782834,[6589271]
6782983,[6589414]
6783283,"[6589710, 10752350, 7977007]"
6783617,[6590042]
6783798,[6590223]
6784226,"[6590649, 6059326]"
6784403,[6590826]
6784797,[6591219]
6785627,[6592019]
6786171,[6592487]
6786177,[6592493]
6786412,[12744848]
6787552,"[6593831, 6883256]"
6787893,[6594164]
6788232,[6594497]
6788401,[6594664]
6788686,"[9530896, 6594946, 6594947]"
6789113,[6595371]
6790996,[7327767]
6790997,[6597224]
6791110,[6597337]
6791111,[6597338]
6791312,[6597538]
6791363,[6597589]
6791374,[6597600]
6792152,[6598334]
6792206,[6598388]
6792932,[6599092]
6792933,"[13262545, 6599093, 6604667]"
6793296,[6599455]
6793325,[4961959]
6793501,"[11316240, 6599658, 26135979]"
6793502,"[20468498, 11032868]"
6794479,[6600626]
6794655,[6600801]
6794828,[6600972]
6794908,"[6601048, 31114985]"
6795383,[6601515]
6795901,"[4027465, 6602031]"
6796161,[6602286]
6796263,[6602383]
6796272,[6602392]
6796286,[6602406]
6797041,[6603145]
6797333,[6603435]
6797497,[28256662]
6798506,[12252661]
6798507,[6250496]
6798521,[6604619]
6798563,[6604661]
6798613,[6604711]
6798687,[6604785]
6798735,[6604832]
6798737,[6604834]
6798889,[6604985]
6799164,"[6605258, 14495444]"
6799646,"[6855284, 6605732]"
6799785,[6605871]
6800061,[6606146]
6800765,[6606842]
6800778,"[18223718, 18168846, 3351541, 25422285, 20788380, 6606855, 17314823]"
6800788,[6606865]
6800790,[6606867]
6801273,[6607344]
6801306,[6607377]
6801326,[6607394]
6801413,[6607480]
6801530,[6607596]
6801535,[18518478]
6802031,[6608091]
6802035,[6608095]
6802258,"[20316939, 6608313]"
6802277,[6608331]
6802836,[6608886]
6803087,[6609132]
6803578,"[8769151, 6609611, 28679255]"
6803579,"[17451550, 9661441, 6609612]"
6803583,[6609616]
6803584,[6609617]
6803803,[6609836]
6805207,"[6611217, 4057093]"
6806006,"[8081262, 8346006, 6612005, 22061488]"
6806197,[411654]
6807100,[6613072]
6807279,[6613250]
6807379,[6613350]
6807608,"[26848277, 11973632, 13572868, 6613576]"
6807643,"[18068927, 6613611]"
6807658,[6613626]
6808531,"[7744676, 6614473]"
6808737,[6614673]
6808862,[6614791]
6808866,[6614795]
6808867,[6614796]
6809340,[6615259]
6809880,[6615790]
6811299,[6617191]
6811899,[6617783]
6813048,"[17450258, 6618918]"
6813652,[6619507]
6813679,[6619531]
6813708,"[6668054, 6619560, 7700681]"
6813995,[6619844]
6814165,[6620012]
6814187,[6620034]
6814948,[4722608]
6814996,"[6620828, 6971198]"
6815382,[6621214]
6815386,[6621218]
6815387,[6621219]
6815388,[6621220]
6815392,[6621224]
6815477,[6621309]
6815478,[6621310]
6815497,[6621329]
6815502,"[17283783, 18459537, 6621334]"
6815508,[6621340]
6815525,"[7094621, 6621357]"
6815742,[6621573]
6816473,[6622281]
6816774,[6622572]
6816863,[6622659]
6816864,[6622660]
6817185,[6622979]
6817946,"[6623734, 27405480]"
6817948,[6623736]
6818123,"[17379655, 6623909]"
6818275,[6624061]
6818975,"[6552941, 6624738]"
6819444,"[6847194, 6625202]"
6819843,"[6625601, 6730712]"
6820488,[13062431]
6820504,[6626251]
6820550,"[6626295, 7080417, 6725157, 26156147, 9253754]"
6820584,[29404435]
6820911,[6626641]
6821806,[1386313]
6822276,[6627937]
6822277,"[9060900, 6627938]"
6822983,[18518474]
6823134,[6628791]
6823136,[6628793]
6823199,[18220754]
6823346,[6629003]
6823397,[6629054]
6823472,"[6629128, 6629127]"
6823571,[6629226]
6824139,[6629792]
6824218,[6629870]
6824727,[6630375]
6825037,[6630682]
6825703,"[8788143, 6631337]"
6826610,[6632237]
6826716,[6632343]
6827333,"[6632950, 26889296]"
6828227,"[26818602, 6633835]"
6828939,"[6658773, 6634538]"
6829525,[6635118]
6829760,[6635350]
6830899,"[7921923, 11063646, 15844784, 6636482, 13491723]"
6830900,"[6659359, 22908468, 6636483]"
6834215,[6639762]
6834219,[6639765]
6834224,[6639770]
6834232,[6639778]
6834276,[28437863]
6834489,[6640034]
6834506,[6640051]
6834754,[6640295]
6834782,[6640323]
6835277,[6640816]
6835311,[6640849]
6835314,[6640852]
6835354,[6640892]
6835355,[17452142]
6835356,[17452095]
6835357,[11419716]
6835358,[12068533]
6835359,[11249277]
6835360,[11109861]
6835361,"[6640899, 11109857]"
6835362,[6640900]
6835363,[6640901]
6835466,[6641000]
6835641,[6641172]
6836016,[6641546]
6836268,"[6641796, 24718205]"
6837194,"[6642716, 14900133]"
6837485,"[3140231, 6643000]"
6838118,[6329595]
6838120,[6315421]
6838253,[6643749]
6839013,"[11667634, 6644503, 9410549]"
6839267,"[13320004, 6644752]"
6839309,[17403857]
6839949,[6645435]
6840819,[6646300]
6841266,[6646745]
6842236,[6647704]
6843640,[6649073]
6844023,"[6649452, 7800339]"
6845073,"[6650501, 13643028]"
6845244,[6650672]
6845252,[6650680]
6845977,[6651403]
6846147,[6651573]
6846215,"[20819255, 16164871, 18074284, 11060144, 6651640]"
6846356,[6651781]
6846913,"[34144557, 6652328]"
6846914,"[6652329, 19144149, 22575486]"
6847260,[6652674]
6847328,[6652741]
6848347,"[6653734, 10150492, 16299513]"
6849181,[6654545]
6850007,[6655371]
6851376,[6656740]
6851532,[6656893]
6851794,"[6657154, 10349597, 9365856]"
6851996,[6657356]
6852286,"[1378976, 3140230]"
6852767,[20891121]
6853181,[6658526]
6853228,"[13640152, 6658572, 6938868]"
6854637,"[6659877, 13416800]"
6855184,[6660422]
6855316,[6660554]
6855323,"[7005910, 18333021, 6660561, 18372193]"
6855374,"[22609203, 6660612]"
6855552,[6660790]
6855555,"[6660793, 26092247, 30301048, 9661446, 7721312]"
6855830,"[30913400, 6661062, 8169079, 16042062, 9498316]"
6855987,[6661218]
6856048,"[18755037, 6661279]"
6856487,[6661712]
6856615,[6661840]
6857668,"[6662883, 18883808, 13646432, 18359943, 17909118, 6965767, 17695018, 18284184, 7329165]"
6858959,[6664144]
6859335,[6664520]
6859376,[6664559]
6859946,"[6665080, 9327048]"
6860040,"[9903222, 6665174]"
6860041,"[9553635, 6665175]"
6860652,[6665783]
6861178,[6666306]
6861360,[6666487]
6861369,[6666496]
6861500,[6666623]
6861652,"[6666768, 7321439]"
6862009,"[24113679, 6667117]"
6862211,[6607478]
6863043,"[6668132, 18828335]"
6864252,[6669327]
6865158,[6670216]
6865224,[6670282]
6865237,[6670295]
6865729,"[12716953, 6670783]"
6865761,"[6670814, 12717009]"
6866027,[6671079]
6866446,"[19294801, 6671498]"
6866828,[6671875]
6867146,"[8649975, 9424038, 6672183, 18270615]"
6867148,[6672185]
6867149,"[6672186, 20446482, 9705257]"
6867150,"[6672187, 9665269]"
6867156,[6672193]
6868153,[6673067]
6868157,[6673071]
6868165,[6673079]
6868166,[6673080]
6868629,[6673540]
6869073,[6673985]
6869381,[6674292]
6869714,"[6674624, 19475280]"
6870698,[6675608]
6871408,[6676312]
6871460,[6676364]
6871654,[6676555]
6871879,[6676776]
6871894,"[6676791, 25721936]"
6872395,[6677280]
6872933,[6677777]
6872937,[6677781]
6873238,[6678079]
6873470,[6678303]
6873476,"[19584260, 6678309, 15998495, 7094289, 16240446]"
6874011,[6678808]
6874455,[6679246]
6876256,[6681029]
6876264,"[8251395, 6681037, 11143276]"
6876265,[6681038]
6876409,[6681177]
6876651,[6681416]
6876746,[6681508]
6876867,[6681610]
6876868,[6681611]
6877134,[6681865]
6879838,"[6684536, 11420823]"
6879871,[6684568]
6879890,[6684585]
6879891,[6684586]
6880591,[6685263]
6880659,[6685331]
6880981,[6685652]
6881154,[6685824]
6882002,"[8756738, 3338902, 13424626, 19387575, 7684644, 13008301, 6686671]"
6882280,[6022450]
6882292,[295680]
6882336,[6687003]
6882828,"[6687485, 11354319]"
6882928,[17262683]
6882929,[6687584]
6882948,"[7942911, 6687602]"
6883030,"[13518307, 25997741, 6687683]"
6883053,"[18822269, 6687706]"
6885725,[6690315]
6886417,[6690978]
6886418,"[5280207, 21842316, 20745088, 6621930, 6690979, 21412598, 22078798, 7905406, 15712659, 8724762]"
6886419,[6690980]
6886434,[6690995]
6886435,[6690996]
6886438,[6690999]
6886445,[6691006]
6886469,[6691030]
6886472,[6691033]
6886474,[6691035]
6886475,[6691036]
6886483,"[6691044, 4744967]"
6887370,"[7296223, 6691917]"
6887546,[6359259]
6888109,"[20871558, 33238722, 6692625, 18404451]"
6888111,"[18248536, 20498466, 25368285, 32811478, 6692627]"
6889088,[6693587]
6889367,[6693861]
6889722,"[7383938, 6694210, 15818728]"
6889732,[6694220]
6890272,[8324239]
6890783,"[6695173, 6306858, 22389537]"
6890788,[6695178]
6891272,[6695661]
6891694,[6696075]
6891898,[6696278]
6892028,"[15798413, 6696407]"
6892051,[978075]
6892075,[3053763]
6892102,[18140004]
6892333,"[1289814, 6696675, 25067949]"
6892695,[6697018]
6893200,[6697516]
6893280,"[1480611, 6697595, 19088067, 17278305]"
6893518,"[6697828, 6697830]"
6893519,[6697831]
6893610,[6697922]
6893660,"[11392566, 6697968]"
6894037,[6698338]
6894637,[6698932]
6895486,[6699765]
6895494,[6699772]
6895639,[6699912]
6897024,[6701289]
6897268,"[6701532, 8486687]"
6897809,"[6702073, 6851481]"
6898100,[6702362]
6898371,[6702633]
6898506,[25860215]
6898547,[25874552]
6900532,[6704775]
6900550,[6704793]
6901015,[6705246]
6901237,"[19040364, 6705461]"
6901324,[6705547]
6901651,[6705852]
6902169,[6706362]
6902246,"[6706433, 9960411, 30301035, 7947765]"
6902521,"[6706706, 16115489, 22035574, 15756294, 13543450]"
6902523,"[6706708, 28663154]"
6903063,[6707243]
6903210,"[6707388, 19780057]"
6903218,[6707396]
6903369,[6707547]
6903386,[40451]
6903403,"[6707579, 7023354]"
6904132,[6708302]
6904835,[6709001]
6904910,[16195564]
6905103,"[6709269, 23639037]"
6905310,[6709475]
6905610,[6709766]
6907887,"[9661329, 6712028, 6712027]"
6908937,[6713061]
6909065,[6713189]
6909103,[6713223]
6909119,[6713239]
6909184,[6713304]
6909306,[6713426]
6911394,[6715338]
6912690,"[6716612, 6639384]"
6914823,"[17664462, 6718729]"
6914877,[6718783]
6915489,[6719384]
6915490,[6719385]
6915491,[6719386]
6916329,[6720204]
6916536,[6720409]
6916537,[23451753]
6917007,[6720880]
6917017,[6720890]
6917224,[6721097]
6918276,[6722147]
6918278,[6722149]
6918754,"[6722610, 15904193]"
6919036,[6722891]
6922114,[6725943]
6923740,"[15831991, 6727547]"
6923745,[6727552]
6923960,"[8653103, 13378804, 12384358]"
6923962,[6727766]
6923963,[6727767]
6924350,[6728150]
6924736,[6728531]
6925195,[6728976]
6925202,"[6728983, 21435915]"
6925664,[6729442]
6926878,"[12089453, 20423857, 11399331, 6730644, 34999813]"
6926887,"[6730653, 11708330]"
6926948,"[7361359, 6730711]"
6927405,[3079285]
6930438,[6734172]
6930651,"[13330921, 6734384]"
6931001,[6734713]
6931162,"[10380778, 6734871]"
6931345,[6735054]
6931362,[6735071]
6931373,"[7327286, 13579474, 7965054, 6057174, 19513137, 17699929, 12175670, 6735082]"
6932517,[6736219]
6933691,"[18933968, 6885492, 23331525, 6737393]"
6935394,[6739078]
6935833,[6739515]
6936257,[6739769]
6936287,[6739964]
6936312,[6739989]
6936399,[6740075]
6936610,[6740287]
6936640,"[6740318, 5676787, 6740317]"
6937073,[6740749]
6937110,[6740786]
6937212,[6740886]
6937221,[6740895]
6937244,[6740918]
6937262,[6740936]
6937306,[6740980]
6937327,[6741001]
6937353,[6741027]
6937415,[6741089]
6937444,[6741117]
6937464,[6741137]
6937516,[6741189]
6937561,[6741233]
6937590,[6741262]
6937606,[6741278]
6937615,[6741287]
6937948,"[7484506, 6741620]"
6938495,"[9532409, 6742166]"
6939068,[6742738]
6940079,[6743741]
6940090,[6743752]
6940100,[6743762]
6940114,[6743773]
6940123,[6743782]
6940310,[6743968]
6940340,[6743998]
6941025,"[6744662, 20687057]"
6941087,"[6744720, 14486569, 7606231]"
6941843,[6745449]
6942464,[6746043]
6942530,[6746108]
6942683,"[6746260, 34761825]"
6942684,"[14472447, 6746261]"
6942694,[6746271]
6942952,[6746528]
6943072,[6746648]
6943177,"[6746752, 7307600]"
6944251,[6747823]
6944274,"[6747846, 6882599]"
6944314,"[13589863, 6747886]"
6944321,[7036908]
6944504,"[7014210, 6748076]"
6945976,"[6739427, 6749534]"
6946152,[6749710]
6946180,[6749738]
6946227,[6749785]
6946229,[6749787]
6946233,"[6749791, 7607599, 27878889]"
6946245,[6749802]
6946628,"[20334834, 30555695]"
6946633,[13444858]
6946895,"[7708537, 8756739, 13332241, 6750448, 8184181]"
6946960,[6750512]
6947739,[6751288]
6948040,[6751584]
6948079,[6751623]
6948503,[6752044]
6948546,[6752087]
6948574,[6752115]
6948696,[6752233]
6948902,[6752436]
6948999,[6752533]
6949556,[6753085]
6949705,[6753234]
6950213,[6753738]
6950259,"[22968198, 6753783]"
6951254,"[6754764, 8204465]"
6951290,"[30777019, 7898437, 33410859]"
6951322,[6754832]
6951323,[6754833]
6951417,"[24064814, 6754926, 8393530, 7324623]"
6951444,[25327828]
6952900,"[6756403, 23586962]"
6954459,"[6757951, 6757950]"
6954525,[6758016]
6954704,[6758174]
6955471,[7268261]
6955865,"[29095309, 6759122]"
6955866,[6759123]
6955867,[6759124]
6955905,"[7847663, 6759151]"
6955908,[6759154]
6955910,[6759156]
6955923,[6759166]
6956614,[6759663]
6956640,"[16032506, 25093160, 6759677]"
6956792,[6759789]
6956793,[6759790]
6956794,[6759791]
6957700,"[6760501, 21149626]"
6958964,[1129363]
6959071,[6761617]
6962285,"[7188533, 6764258]"
6962373,"[6255389, 8774865, 6764324, 7697970]"
6962604,[6372263]
6964732,[6766186]
6964912,[6642362]
6965153,[6766486]
6965276,[6766589]
6965959,[6767087]
6967314,[6768170]
6968260,[6768987]
6968346,"[6769060, 6394326, 6771831]"
6968779,"[6769469, 17838038]"
6968784,[25642891]
6968840,[26090742]
6968877,"[12520130, 18306214, 28484378, 18628890, 24781600, 13597522, 15822290]"
6970385,[6771012]
6970581,"[6771193, 21314209]"
6970790,[6771378]
6971546,[6772012]
6971804,[6772186]
6971935,[2438399]
6972161,"[6478733, 11529771, 21963643, 34443502, 18000125, 6978944, 20422040, 11399316, 6344097]"
6972259,[6772537]
6972846,[6772969]
6973323,"[6773328, 25187973]"
6973324,[6773329]
6973326,"[6773330, 11559568, 25188019]"
6974113,[6773954]
6974834,"[18822739, 6774597]"
6975419,[6775126]
6975662,[6775318]
6976008,[6775556]
6976092,"[6775623, 8536570]"
6976093,[6775624]
6976192,[6775704]
6976447,[6775903]
6977358,[6776730]
6979054,"[12203917, 6778144]"
6979419,[2906724]
6979422,[1137638]
6980093,"[6778976, 6385845]"
6980094,[6778977]
6980920,"[9097902, 6779672]"
6981474,[6780102]
6981825,[6780389]
6982836,[6781164]
6983238,[6781452]
6984249,[6782219]
6984441,[6782368]
6985629,[6783390]
6985684,[6783427]
6986413,[6783986]
6987146,"[8438363, 6784517]"
6987450,"[6784711, 6784752]"
6987651,[6784917]
6987663,[6784924]
6988111,[6785279]
6988112,[6785280]
6988845,"[6901784, 7700680]"
6989077,[1886473]
6989084,[1886474]
6989177,[6786139]
6991207,[6787937]
6991301,[6788013]
6992668,[6789123]
6992694,[6789147]
6994518,[6790653]
6994720,"[8312932, 7242854, 6790807, 18130424]"
6994721,"[6790808, 9074066, 18130429]"
6995597,[6791509]
6996370,[6792156]
6996535,[6792297]
6996548,[6792310]
6998417,"[21376700, 6793915]"
6998418,"[6793916, 21304931]"
6998844,[6794286]
6999177,[6794555]
6999935,"[6795143, 6795145]"
7000407,[6795469]
7000409,[6795471]
7000861,[6795800]
7001657,[6796428]
7001706,[6796462]
7002029,"[9597078, 17369417, 23015461, 7945054, 7945053, 7204234, 8112855, 6796708]"
7002879,[6797422]
7002880,[6797423]
7002881,[6797424]
7002882,[6797425]
7002884,"[6797426, 19406235]"
7002885,"[7075689, 6797427, 6019614]"
7002887,[6797428]
7002929,"[17536094, 6797458, 18926664, 9667755, 21902504]"
7002946,"[6797472, 28665301, 9232855]"
7002947,[6797473]
7002948,[6797474]
7002950,[6797476]
7002988,[6797500]
7003137,[6797602]
7003397,"[6797842, 6941635]"
7003756,[6798130]
7003766,[6798137]
7005055,"[9484089, 6799175]"
7005427,[6799471]
7006875,"[17132033, 6800692]"
7007251,"[6800974, 19230260]"
7008078,"[6801573, 20582038, 7419904]"
7008096,"[17403131, 6801586]"
7008110,[6801595]
7008112,[6801597]
7008113,"[8794051, 6801598]"
7008132,"[6801614, 11949259, 6811644]"
7008134,"[6801615, 9232847]"
7008135,[6801616]
7008137,[6801618]
7008138,[6801619]
7008139,"[18468057, 6801620]"
7008140,[6801621]
7008143,[6801624]
7008149,"[6801629, 20806647]"
7008150,[6801630]
7008152,"[18955715, 6801632]"
7008159,[6801638]
7008166,"[9586104, 23557099, 6801645, 6811553]"
7008182,[6801659]
7008189,[6801666]
7008455,[6801882]
7009755,[6803039]
7010767,[6803953]
7010857,[6804029]
7010941,[6804098]
7012863,[6805899]
7015161,[6807945]
7015870,"[8533209, 2637386, 6808637]"
7015959,[6808725]
7016193,[6808954]
7016365,"[8539835, 6809105]"
7016450,"[6809166, 8539848]"
7016467,"[8539849, 2326418, 6809179]"
7017038,"[6809627, 7998409]"
7017337,"[6809886, 2326424, 8596492]"
7017347,"[6809893, 8596496]"
7017355,[2326422]
7017372,[6809913]
7017543,[2326421]
7017594,"[2326411, 6810103]"
7017608,[6810111]
7017648,[6810145]
7017670,[6810164]
7017697,[6810184]
7017718,[6810201]
7017732,[6693441]
7017756,[6810229]
7017780,[6810249]
7017805,[6810269]
7017816,"[6810276, 2326419]"
7017829,"[2326413, 6810283]"
7017839,[6810291]
7017853,[6810298]
7017868,[6810309]
7018160,[6810561]
7018204,[6810599]
7018231,"[36289898, 6810624]"
7018233,[6810626]
7018234,[6810627]
7018250,[6810641]
7018264,[6810655]
7018281,[6810671]
7018289,[6810679]
7018291,"[13628617, 25320137, 28633939, 6810681]"
7018796,[6811106]
7018822,"[6811130, 10238006, 10025586]"
7019204,"[8072214, 20886471, 6811442]"
7019659,"[15054399, 6811783]"
7019660,[6811784]
7022802,[6814738]
7026383,[6817779]
7026461,[6817845]
7026589,"[6817958, 7500084]"
7026971,"[30845882, 24278730, 18074510, 9558977]"
7027444,[6818658]
7028071,[6819185]
7030096,[6820948]
7031203,"[30322351, 7191184, 17737242, 6821718, 20618032]"
7032637,[6823077]
7033224,[6823654]
7036053,"[6826439, 8527894]"
7036225,[6826566]
7036525,"[6826790, 25756778]"
7037558,[16099449]
7038445,[6828437]
7039064,[6828904]
7039298,[6829077]
7040350,"[25787134, 12979668, 6829930]"
7040754,[7484163]
7041331,[21966894]
7041389,[6830880]
7043369,"[6832685, 9822793, 7793163]"
7043540,[6832833]
7043881,"[28240364, 6833098]"
7045465,[6834476]
7045661,[6834653]
7045819,[6834787]
7046282,[6835196]
7046304,"[6835217, 7314137]"
7046857,[6835734]
7046858,[6835735]
7048725,[6837503]
7050578,"[6839093, 22092264, 23533161, 22910943, 23634017, 26703331, 11399079, 14819376, 12981610, 26019317]"
7050865,"[28429598, 6839319]"
7051029,[8163161]
7051030,[8728667]
7053736,[17404237]
7055072,[6843274]
7057182,[6845344]
7057723,[29916329]
7058027,[6846013]
7058266,[6846199]
7058729,[6846560]
7058733,[6846562]
7059064,[6846859]
7062559,[6849973]
